"","x"
"3909","contig_223"
"3910","contig_22301"
"3911","contig_22304"
"3912","contig_22307"
"3913","contig_22309"
"3914","contig_2231"
"3915","contig_2232"
"3916","contig_22321"
"3917","contig_22322"
"3918","contig_22324"
"3919","contig_22327"
"3920","contig_22328"
"3921","contig_22330"
"3922","contig_22331"
"3923","contig_22335"
"3924","contig_22341"
"3925","contig_22349"
"3926","contig_22350"
"3927","contig_22351"
"3928","contig_22354"
"3929","contig_22357"
"3930","contig_22359"
"3931","contig_22364"
"3932","contig_22365"
"3933","contig_22382"
"3934","contig_22384"
"3935","contig_22387"
"3936","contig_22389"
"3937","contig_2239"
"3938","contig_22398"
"3939","contig_22401"
"3940","contig_22403"
"3941","contig_22406"
"3942","contig_22408"
"3943","contig_22420"
"3944","contig_22425"
"3945","contig_22426"
"3946","contig_2243"
"3947","contig_22432"
"3948","contig_22433"
"3949","contig_22434"
"3950","contig_22435"
"3951","contig_22438"
"3952","contig_22439"
"3953","contig_22440"
"3954","contig_22446"
"3955","contig_22447"
"3956","contig_22450"
"3957","contig_22451"
"3958","contig_22453"
"3959","contig_22455"
"3960","contig_22463"
"3961","contig_22465"
"3962","contig_22466"
"3963","contig_22468"
"3964","contig_22469"
"3965","contig_2247"
"3966","contig_22470"
"3967","contig_22472"
"3968","contig_22478"
"3969","contig_22479"
"3970","contig_22485"
"3971","contig_22491"
"3972","contig_22494"
"3973","contig_22496"
"3974","contig_22499"
"3975","contig_2250"
"3976","contig_22504"
"3977","contig_22505"
"3978","contig_22508"
"3979","contig_22511"
"3980","contig_22520"
"3981","contig_22524"
"3982","contig_22525"
"3983","contig_22529"
"3984","contig_22538"
"3985","contig_22540"
"3986","contig_22547"
"3987","contig_22549"
"3988","contig_2255"
"3989","contig_22551"
"3990","contig_22552"
"3991","contig_22558"
"3992","contig_2256"
"3993","contig_22564"
"3994","contig_22566"
"3995","contig_22569"
"3996","contig_2257"
"3997","contig_22571"
"3998","contig_22575"
"3999","contig_22576"
"4000","contig_22582"
"4001","contig_22584"
"4002","contig_22590"
"4003","contig_22591"
"4004","contig_22593"
"4005","contig_22599"
"4006","contig_226"
"4007","contig_22605"
"4008","contig_22610"
"4009","contig_22613"
"4010","contig_22614"
"4011","contig_22616"
"4012","contig_22618"
"4013","contig_22622"
"4014","contig_22636"
"4015","contig_22637"
"4016","contig_22640"
"4017","contig_22643"
"4018","contig_22645"
"4019","contig_22648"
"4020","contig_22649"
"4021","contig_22650"
"4022","contig_22653"
"4023","contig_22654"
"4024","contig_22658"
"4025","contig_22660"
"4026","contig_22661"
"4027","contig_22662"
"4028","contig_22667"
"4029","contig_22670"
"4030","contig_22672"
"4031","contig_22680"
"4032","contig_22682"
"4033","contig_22689"
"4034","contig_22697"
"4035","contig_22698"
"4036","contig_2270"
"4037","contig_22700"
"4038","contig_22701"
"4039","contig_22704"
"4040","contig_22709"
"4041","contig_22710"
"4042","contig_22718"
"4043","contig_22723"
"4044","contig_22726"
"4045","contig_22727"
"4046","contig_22732"
"4047","contig_22733"
"4048","contig_22734"
"4049","contig_22735"
"4050","contig_22737"
"4051","contig_22746"
"4052","contig_22748"
"4053","contig_22763"
"4054","contig_22767"
"4055","contig_22771"
"4056","contig_22780"
"4057","contig_22783"
"4058","contig_22785"
"4059","contig_22787"
"4060","contig_22794"
"4061","contig_22797"
"4062","contig_22801"
"4063","contig_22803"
"4064","contig_22806"
"4065","contig_22807"
"4066","contig_2281"
"4067","contig_22813"
"4068","contig_22815"
"4069","contig_22818"
"4070","contig_2282"
"4071","contig_22821"
"4072","contig_22823"
"4073","contig_22826"
"4074","contig_22827"
"4075","contig_2283"
"4076","contig_22830"
"4077","contig_22839"
"4078","contig_22841"
"4079","contig_22842"
"4080","contig_22843"
"4081","contig_22844"
"4082","contig_22845"
"4083","contig_22846"
"4084","contig_22848"
"4085","contig_22850"
"4086","contig_22855"
"4087","contig_22874"
"4088","contig_22877"
"4089","contig_2289"
"4090","contig_22894"
"4091","contig_22899"
"4092","contig_22901"
"4093","contig_22902"
"4094","contig_22906"
"4095","contig_22908"
"4096","contig_22913"
"4097","contig_22916"
"4098","contig_22918"
"4099","contig_2292"
"4100","contig_22921"
"4101","contig_22922"
"4102","contig_22924"
"4103","contig_22925"
"4104","contig_22931"
"4105","contig_22932"
"4106","contig_2294"
"4107","contig_22942"
"4108","contig_22946"
"4109","contig_22948"
"4110","contig_22949"
"4111","contig_22950"
"4112","contig_22951"
"4113","contig_22956"
"4114","contig_22959"
"4115","contig_22960"
"4116","contig_22961"
"4117","contig_22967"
"4118","contig_22971"
"4119","contig_22973"
"4120","contig_22977"
"4121","contig_22979"
"4122","contig_22980"
"4123","contig_22981"
"4124","contig_22982"
"4125","contig_22984"
"4126","contig_22990"
"4127","contig_22993"
"4128","contig_22998"
"4129","contig_23002"
"4130","contig_23005"
"4131","contig_23006"
"4132","contig_23008"
"4133","contig_23013"
"4134","contig_23014"
"4135","contig_23016"
"4136","contig_23020"
"4137","contig_23021"
"4138","contig_23022"
"4139","contig_23024"
"4140","contig_23025"
"4141","contig_23029"
"4142","contig_23031"
"4143","contig_23033"
"4144","contig_23035"
"4145","contig_23037"
"4146","contig_23041"
"4147","contig_23043"
"4148","contig_23050"
"4149","contig_23053"
"4150","contig_23056"
"4151","contig_23060"
"4152","contig_23063"
"4153","contig_23065"
"4154","contig_23072"
"4155","contig_23074"
"4156","contig_23075"
"4157","contig_23079"
"4158","contig_23080"
"4159","contig_23081"
"4160","contig_23083"
"4161","contig_23087"
"4162","contig_23088"
"4163","contig_23089"
"4164","contig_2309"
"4165","contig_23092"
"4166","contig_23094"
"4167","contig_2310"
"4168","contig_23103"
"4169","contig_23104"
"4170","contig_23105"
"4171","contig_23111"
"4172","contig_23112"
"4173","contig_23116"
"4174","contig_23118"
"4175","contig_2312"
"4176","contig_23121"
"4177","contig_23124"
"4178","contig_23125"
"4179","contig_23126"
"4180","contig_23128"
"4181","contig_23130"
"4182","contig_23131"
"4183","contig_23133"
"4184","contig_23138"
"4185","contig_23139"
"4186","contig_23140"
"4187","contig_23148"
"4188","contig_23149"
"4189","contig_2315"
"4190","contig_23150"
"4191","contig_23154"
"4192","contig_23157"
"4193","contig_23167"
"4194","contig_2317"
"4195","contig_23170"
"4196","contig_23173"
"4197","contig_23181"
"4198","contig_23184"
"4199","contig_23186"
"4200","contig_23187"
"4201","contig_23191"
"4202","contig_23192"
"4203","contig_23193"
"4204","contig_23194"
"4205","contig_23196"
"4206","contig_23199"
"4207","contig_23202"
"4208","contig_23207"
"4209","contig_23208"
"4210","contig_23209"
"4211","contig_23210"
"4212","contig_23212"
"4213","contig_23213"
"4214","contig_23230"
"4215","contig_23231"
"4216","contig_23236"
"4217","contig_23250"
"4218","contig_23255"
"4219","contig_23259"
"4220","contig_23264"
"4221","contig_23265"
"4222","contig_23266"
"4223","contig_23269"
"4224","contig_23270"
"4225","contig_23276"
"4226","contig_23278"
"4227","contig_2328"
"4228","contig_23281"
"4229","contig_23286"
"4230","contig_23287"
"4231","contig_23288"
"4232","contig_2329"
"4233","contig_23292"
"4234","contig_23294"
"4235","contig_23296"
"4236","contig_23297"
"4237","contig_23303"
"4238","contig_23306"
"4239","contig_23309"
"4240","contig_2331"
"4241","contig_23310"
"4242","contig_23313"
"4243","contig_23321"
"4244","contig_23327"
"4245","contig_23328"
"4246","contig_23330"
"4247","contig_23340"
"4248","contig_23344"
"4249","contig_2335"
"4250","contig_23352"
"4251","contig_23354"
"4252","contig_23363"
"4253","contig_2337"
"4254","contig_23372"
"4255","contig_23373"
"4256","contig_23374"
"4257","contig_23382"
"4258","contig_23389"
"4259","contig_23395"
"4260","contig_23399"
"4261","contig_23403"
"4262","contig_23409"
"4263","contig_23410"
"4264","contig_23413"
"4265","contig_23414"
"4266","contig_23415"
"4267","contig_23420"
"4268","contig_23421"
"4269","contig_23428"
"4270","contig_23432"
"4271","contig_23434"
"4272","contig_23435"
"4273","contig_23436"
"4274","contig_23441"
"4275","contig_23443"
"4276","contig_23444"
"4277","contig_23446"
"4278","contig_23447"
"4279","contig_23449"
"4280","contig_23450"
"4281","contig_23454"
"4282","contig_23458"
"4283","contig_23459"
"4284","contig_23462"
"4285","contig_23466"
"4286","contig_23469"
"4287","contig_23470"
"4288","contig_23471"
"4289","contig_2348"
"4290","contig_23480"
"4291","contig_23481"
"4292","contig_23485"
"4293","contig_23489"
"4294","contig_23491"
"4295","contig_23493"
"4296","contig_23496"
"4297","contig_23497"
"4298","contig_23499"
"4299","contig_23501"
"4300","contig_23502"
"4301","contig_23504"
"4302","contig_23506"
"4303","contig_2351"
"4304","contig_23510"
"4305","contig_23513"
"4306","contig_23515"
"4307","contig_23516"
"4308","contig_23517"
"4309","contig_23518"
"4310","contig_2352"
"4311","contig_23520"
"4312","contig_23524"
"4313","contig_23527"
"4314","contig_23529"
"4315","contig_23534"
"4316","contig_23535"
"4317","contig_23539"
"4318","contig_23540"
"4319","contig_23543"
"4320","contig_23544"
"4321","contig_23545"
"4322","contig_23546"
"4323","contig_23551"
"4324","contig_23554"
"4325","contig_23556"
"4326","contig_23562"
"4327","contig_23568"
"4328","contig_23574"
"4329","contig_23575"
"4330","contig_23578"
"4331","contig_23581"
"4332","contig_23583"
"4333","contig_23584"
"4334","contig_23585"
"4335","contig_23587"
"4336","contig_23590"
"4337","contig_23592"
"4338","contig_23596"
"4339","contig_23598"
"4340","contig_23600"
"4341","contig_23601"
"4342","contig_23602"
"4343","contig_23603"
"4344","contig_23604"
"4345","contig_23605"
"4346","contig_23606"
"4347","contig_23608"
"4348","contig_23609"
"4349","contig_23613"
"4350","contig_23614"
"4351","contig_23618"
"4352","contig_23619"
"4353","contig_23620"
"4354","contig_23621"
"4355","contig_23628"
"4356","contig_23630"
"4357","contig_23631"
"4358","contig_23633"
"4359","contig_23634"
"4360","contig_23636"
"4361","contig_23637"
"4362","contig_23639"
"4363","contig_2364"
"4364","contig_23644"
"4365","contig_23648"
"4366","contig_23653"
"4367","contig_23658"
"4368","contig_23660"
"4369","contig_23666"
"4370","contig_23667"
"4371","contig_23668"
"4372","contig_23669"
"4373","contig_2367"
"4374","contig_23670"
"4375","contig_23671"
"4376","contig_23673"
"4377","contig_23677"
"4378","contig_23681"
"4379","contig_23684"
"4380","contig_23685"
"4381","contig_23686"
"4382","contig_23687"
"4383","contig_23691"
"4384","contig_23692"
"4385","contig_23693"
"4386","contig_23696"
"4387","contig_23701"
"4388","contig_23703"
"4389","contig_23705"
"4390","contig_23721"
"4391","contig_23722"
"4392","contig_23723"
"4393","contig_23724"
"4394","contig_23725"
"4395","contig_23729"
"4396","contig_2373"
"4397","contig_23732"
"4398","contig_23733"
"4399","contig_23737"
"4400","contig_23738"
"4401","contig_23742"
"4402","contig_23743"
"4403","contig_23744"
"4404","contig_23745"
"4405","contig_23750"
"4406","contig_23752"
"4407","contig_23753"
"4408","contig_23754"
"4409","contig_23758"
"4410","contig_23759"
"4411","contig_23764"
"4412","contig_23765"
"4413","contig_23768"
"4414","contig_23770"
"4415","contig_23774"
"4416","contig_23776"
"4417","contig_23777"
"4418","contig_23784"
"4419","contig_23792"
"4420","contig_23793"
"4421","contig_23803"
"4422","contig_23808"
"4423","contig_2381"
"4424","contig_23810"
"4425","contig_23814"
"4426","contig_23815"
"4427","contig_23816"
"4428","contig_23818"
"4429","contig_23819"
"4430","contig_2382"
"4431","contig_23821"
"4432","contig_23824"
"4433","contig_23825"
"4434","contig_23828"
"4435","contig_23829"
"4436","contig_23833"
"4437","contig_23835"
"4438","contig_23836"
"4439","contig_23842"
"4440","contig_23843"
"4441","contig_23844"
"4442","contig_23848"
"4443","contig_23857"
"4444","contig_23859"
"4445","contig_23863"
"4446","contig_23864"
"4447","contig_23866"
"4448","contig_23868"
"4449","contig_2387"
"4450","contig_23883"
"4451","contig_23888"
"4452","contig_23898"
"4453","contig_239"
"4454","contig_23900"
"4455","contig_23902"
"4456","contig_23911"
"4457","contig_23920"
"4458","contig_23929"
"4459","contig_23932"
"4460","contig_23937"
"4461","contig_23947"
"4462","contig_23960"
"4463","contig_23969"
"4464","contig_23971"
"4465","contig_23972"
"4466","contig_23981"
"4467","contig_23982"
"4468","contig_23985"
"4469","contig_2399"
"4470","contig_23990"
"4471","contig_24"
"4472","contig_2400"
"4473","contig_24002"
"4474","contig_24004"
"4475","contig_24028"
"4476","contig_24030"
"4477","contig_2404"
"4478","contig_24041"
"4479","contig_24049"
"4480","contig_24052"
"4481","contig_24054"
"4482","contig_24057"
"4483","contig_24058"
"4484","contig_24063"
"4485","contig_24071"
"4486","contig_24074"
"4487","contig_24077"
"4488","contig_24080"
"4489","contig_24083"
"4490","contig_24087"
"4491","contig_24088"
"4492","contig_24091"
"4493","contig_24092"
"4494","contig_24094"
"4495","contig_24096"
"4496","contig_241"
"4497","contig_24100"
"4498","contig_24101"
"4499","contig_24109"
"4500","contig_2411"
"4501","contig_24126"
"4502","contig_24132"
"4503","contig_24143"
"4504","contig_24147"
"4505","contig_24152"
"4506","contig_24157"
"4507","contig_24168"
"4508","contig_24178"
"4509","contig_24179"
"4510","contig_24182"
"4511","contig_24190"
"4512","contig_24191"
"4513","contig_24199"
"4514","contig_242"
"4515","contig_24200"
"4516","contig_24204"
"4517","contig_2421"
"4518","contig_24214"
"4519","contig_2422"
"4520","contig_24221"
"4521","contig_24227"
"4522","contig_24230"
"4523","contig_24231"
"4524","contig_24245"
"4525","contig_24249"
"4526","contig_24252"
"4527","contig_24253"
"4528","contig_24259"
"4529","contig_24261"
"4530","contig_24262"
"4531","contig_24271"
"4532","contig_24272"
"4533","contig_24274"
"4534","contig_24279"
"4535","contig_24280"
"4536","contig_24293"
"4537","contig_24296"
"4538","contig_24298"
"4539","contig_24313"
"4540","contig_24319"
"4541","contig_24322"
"4542","contig_24327"
"4543","contig_24329"
"4544","contig_2435"
"4545","contig_24359"
"4546","contig_24365"
"4547","contig_24366"
"4548","contig_24369"
"4549","contig_24372"
"4550","contig_24373"
"4551","contig_24378"
"4552","contig_24379"
"4553","contig_24382"
"4554","contig_24384"
"4555","contig_24386"
"4556","contig_24388"
"4557","contig_24391"
"4558","contig_24394"
"4559","contig_24398"
"4560","contig_24404"
"4561","contig_24406"
"4562","contig_24409"
"4563","contig_24420"
"4564","contig_24429"
"4565","contig_24430"
"4566","contig_24432"
"4567","contig_24433"
"4568","contig_24445"
"4569","contig_24450"
"4570","contig_24453"
"4571","contig_24465"
"4572","contig_24476"
"4573","contig_24478"
"4574","contig_24489"
"4575","contig_245"
"4576","contig_24512"
"4577","contig_24513"
"4578","contig_24514"
"4579","contig_24515"
"4580","contig_24517"
"4581","contig_24518"
"4582","contig_24520"
"4583","contig_24522"
"4584","contig_24523"
"4585","contig_24525"
"4586","contig_2453"
"4587","contig_24536"
"4588","contig_24538"
"4589","contig_24545"
"4590","contig_24548"
"4591","contig_24566"
"4592","contig_24570"
"4593","contig_24571"
"4594","contig_24578"
"4595","contig_24579"
"4596","contig_24594"
"4597","contig_24598"
"4598","contig_24617"
"4599","contig_24621"
"4600","contig_24622"
"4601","contig_24624"
"4602","contig_24628"
"4603","contig_2463"
"4604","contig_24632"
"4605","contig_24635"
"4606","contig_24636"
"4607","contig_2464"
"4608","contig_24641"
"4609","contig_24644"
"4610","contig_24649"
"4611","contig_2465"
"4612","contig_24650"
"4613","contig_24656"
"4614","contig_24657"
"4615","contig_24658"
"4616","contig_24659"
"4617","contig_2466"
"4618","contig_24664"
"4619","contig_24672"
"4620","contig_24674"
"4621","contig_24675"
"4622","contig_2468"
"4623","contig_24697"
"4624","contig_24698"
"4625","contig_24699"
"4626","contig_2470"
"4627","contig_24703"
"4628","contig_2471"
"4629","contig_24712"
"4630","contig_24716"
"4631","contig_24725"
"4632","contig_24727"
"4633","contig_24728"
"4634","contig_24729"
"4635","contig_24730"
"4636","contig_24731"
"4637","contig_24733"
"4638","contig_24734"
"4639","contig_24737"
"4640","contig_24738"
"4641","contig_24739"
"4642","contig_24743"
"4643","contig_24744"
"4644","contig_24746"
"4645","contig_24752"
"4646","contig_24756"
"4647","contig_24761"
"4648","contig_24762"
"4649","contig_24766"
"4650","contig_24768"
"4651","contig_24769"
"4652","contig_2477"
"4653","contig_24775"
"4654","contig_24776"
"4655","contig_24781"
"4656","contig_24785"
"4657","contig_24786"
"4658","contig_24787"
"4659","contig_24798"
"4660","contig_24800"
"4661","contig_24801"
"4662","contig_24808"
"4663","contig_2482"
"4664","contig_24821"
"4665","contig_24823"
"4666","contig_24829"
"4667","contig_24837"
"4668","contig_24845"
"4669","contig_2485"
"4670","contig_24851"
"4671","contig_24852"
"4672","contig_24853"
"4673","contig_24854"
"4674","contig_24857"
"4675","contig_24859"
"4676","contig_2486"
"4677","contig_24865"
"4678","contig_24868"
"4679","contig_24871"
"4680","contig_24872"
"4681","contig_24876"
"4682","contig_24882"
"4683","contig_24884"
"4684","contig_24888"
"4685","contig_24890"
"4686","contig_24901"
"4687","contig_24910"
"4688","contig_24913"
"4689","contig_2492"
"4690","contig_24920"
"4691","contig_24921"
"4692","contig_24926"
"4693","contig_24927"
"4694","contig_24933"
"4695","contig_24940"
"4696","contig_24941"
"4697","contig_24942"
"4698","contig_24946"
"4699","contig_24948"
"4700","contig_24949"
"4701","contig_2495"
"4702","contig_24952"
"4703","contig_24954"
"4704","contig_2496"
"4705","contig_24960"
"4706","contig_24961"
"4707","contig_24962"
"4708","contig_24967"
"4709","contig_24968"
"4710","contig_24969"
"4711","contig_24973"
"4712","contig_24975"
"4713","contig_24976"
"4714","contig_24978"
"4715","contig_24980"
"4716","contig_24995"
"4717","contig_24997"
"4718","contig_24999"
"4719","contig_2500"
"4720","contig_25004"
"4721","contig_25006"
"4722","contig_25009"
"4723","contig_25010"
"4724","contig_25021"
"4725","contig_25024"
"4726","contig_25025"
"4727","contig_25026"
"4728","contig_25028"
"4729","contig_25037"
"4730","contig_25038"
"4731","contig_25041"
"4732","contig_25042"
"4733","contig_25043"
"4734","contig_25045"
"4735","contig_25049"
"4736","contig_25050"
"4737","contig_25052"
"4738","contig_25057"
"4739","contig_25066"
"4740","contig_25071"
"4741","contig_25072"
"4742","contig_25073"
"4743","contig_25075"
"4744","contig_25077"
"4745","contig_25078"
"4746","contig_25087"
"4747","contig_25088"
"4748","contig_25093"
"4749","contig_25095"
"4750","contig_251"
"4751","contig_25102"
"4752","contig_25107"
"4753","contig_2511"
"4754","contig_25112"
"4755","contig_25116"
"4756","contig_2512"
"4757","contig_25121"
"4758","contig_25131"
"4759","contig_25138"
"4760","contig_2514"
"4761","contig_25143"
"4762","contig_25151"
"4763","contig_25152"
"4764","contig_25153"
"4765","contig_25156"
"4766","contig_25159"
"4767","contig_25160"
"4768","contig_25163"
"4769","contig_25166"
"4770","contig_25167"
"4771","contig_25168"
"4772","contig_25170"
"4773","contig_25171"
"4774","contig_25176"
"4775","contig_25182"
"4776","contig_25184"
"4777","contig_25188"
"4778","contig_25189"
"4779","contig_25191"
"4780","contig_25193"
"4781","contig_2520"
"4782","contig_25203"
"4783","contig_25206"
"4784","contig_25207"
"4785","contig_25209"
"4786","contig_25217"
"4787","contig_25219"
"4788","contig_25222"
"4789","contig_25223"
"4790","contig_25233"
"4791","contig_25237"
"4792","contig_25244"
"4793","contig_25255"
"4794","contig_25256"
"4795","contig_25257"
"4796","contig_25258"
"4797","contig_25259"
"4798","contig_2526"
"4799","contig_25262"
"4800","contig_25270"
"4801","contig_25272"
"4802","contig_25275"
"4803","contig_25276"
"4804","contig_25278"
"4805","contig_25281"
"4806","contig_2529"
"4807","contig_25292"
"4808","contig_25293"
"4809","contig_2530"
"4810","contig_25300"
"4811","contig_25303"
"4812","contig_25304"
"4813","contig_25305"
"4814","contig_25306"
"4815","contig_25309"
"4816","contig_25311"
"4817","contig_25320"
"4818","contig_25324"
"4819","contig_25325"
"4820","contig_25328"
"4821","contig_25329"
"4822","contig_2533"
"4823","contig_25333"
"4824","contig_25336"
"4825","contig_25341"
"4826","contig_25342"
"4827","contig_25345"
"4828","contig_25346"
"4829","contig_25348"
"4830","contig_25353"
"4831","contig_25354"
"4832","contig_2536"
"4833","contig_25362"
"4834","contig_25364"
"4835","contig_25372"
"4836","contig_25373"
"4837","contig_25375"
"4838","contig_25379"
"4839","contig_25380"
"4840","contig_25384"
"4841","contig_25386"
"4842","contig_25387"
"4843","contig_25391"
"4844","contig_25395"
"4845","contig_25399"
"4846","contig_25400"
"4847","contig_25402"
"4848","contig_25406"
"4849","contig_25408"
"4850","contig_2541"
"4851","contig_25410"
"4852","contig_25411"
"4853","contig_25421"
"4854","contig_25422"
"4855","contig_25424"
"4856","contig_25430"
"4857","contig_25433"
"4858","contig_25443"
"4859","contig_25447"
"4860","contig_25450"
"4861","contig_25456"
"4862","contig_25458"
"4863","contig_25459"
"4864","contig_2546"
"4865","contig_25460"
"4866","contig_25461"
"4867","contig_25471"
"4868","contig_25474"
"4869","contig_25476"
"4870","contig_25477"
"4871","contig_25482"
"4872","contig_25483"
"4873","contig_25485"
"4874","contig_25487"
"4875","contig_25490"
"4876","contig_25491"
"4877","contig_25493"
"4878","contig_25495"
"4879","contig_25501"
"4880","contig_25505"
"4881","contig_25509"
"4882","contig_25514"
"4883","contig_25515"
"4884","contig_25516"
"4885","contig_25517"
"4886","contig_25522"
"4887","contig_25527"
"4888","contig_25530"
"4889","contig_25531"
"4890","contig_25533"
"4891","contig_25535"
"4892","contig_25536"
"4893","contig_25538"
"4894","contig_25539"
"4895","contig_25542"
"4896","contig_25555"
"4897","contig_25556"
"4898","contig_25558"
"4899","contig_25560"
"4900","contig_25561"
"4901","contig_25563"
"4902","contig_25568"
"4903","contig_25573"
"4904","contig_25574"
"4905","contig_25579"
"4906","contig_2558"
"4907","contig_25580"
"4908","contig_25581"
"4909","contig_25583"
"4910","contig_25587"
"4911","contig_25590"
"4912","contig_25595"
"4913","contig_25597"
"4914","contig_256"
"4915","contig_25600"
"4916","contig_25601"
"4917","contig_25604"
"4918","contig_25605"
"4919","contig_25606"
"4920","contig_25612"
"4921","contig_25617"
"4922","contig_25620"
"4923","contig_25625"
"4924","contig_25628"
"4925","contig_25629"
"4926","contig_2563"
"4927","contig_25631"
"4928","contig_25635"
"4929","contig_25638"
"4930","contig_25641"
"4931","contig_25644"
"4932","contig_25649"
"4933","contig_2565"
"4934","contig_25655"
"4935","contig_25661"
"4936","contig_25666"
"4937","contig_25671"
"4938","contig_25674"
"4939","contig_2568"
"4940","contig_25680"
"4941","contig_25694"
"4942","contig_2570"
"4943","contig_25701"
"4944","contig_25708"
"4945","contig_25711"
"4946","contig_25713"
"4947","contig_25721"
"4948","contig_25722"
"4949","contig_25728"
"4950","contig_25734"
"4951","contig_25736"
"4952","contig_25745"
"4953","contig_25757"
"4954","contig_2576"
"4955","contig_25760"
"4956","contig_25762"
"4957","contig_25766"
"4958","contig_2577"
"4959","contig_25776"
"4960","contig_25787"
"4961","contig_2579"
"4962","contig_25793"
"4963","contig_25798"
"4964","contig_25800"
"4965","contig_25801"
"4966","contig_25806"
"4967","contig_25809"
"4968","contig_25818"
"4969","contig_25819"
"4970","contig_25825"
"4971","contig_25828"
"4972","contig_25829"
"4973","contig_25831"
"4974","contig_25839"
"4975","contig_25840"
"4976","contig_25844"
"4977","contig_25847"
"4978","contig_25850"
"4979","contig_25852"
"4980","contig_25856"
"4981","contig_25859"
"4982","contig_25863"
"4983","contig_25864"
"4984","contig_25870"
"4985","contig_25871"
"4986","contig_25877"
"4987","contig_25879"
"4988","contig_25881"
"4989","contig_25885"
"4990","contig_25893"
"4991","contig_25901"
"4992","contig_25909"
"4993","contig_25912"
"4994","contig_25913"
"4995","contig_25916"
"4996","contig_25918"
"4997","contig_25921"
"4998","contig_25924"
"4999","contig_25930"
"5000","contig_25931"
"5001","contig_25932"
"5002","contig_25934"
"5003","contig_25940"
"5004","contig_25950"
"5005","contig_25964"
"5006","contig_25965"
"5007","contig_25968"
"5008","contig_25969"
"5009","contig_25972"
"5010","contig_25973"
"5011","contig_25976"
"5012","contig_25980"
"5013","contig_25982"
"5014","contig_25986"
"5015","contig_25987"
"5016","contig_25996"
"5017","contig_26002"
"5018","contig_26004"
"5019","contig_26007"
"5020","contig_2601"
"5021","contig_26011"
"5022","contig_26014"
"5023","contig_26019"
"5024","contig_26023"
"5025","contig_26036"
"5026","contig_26038"
"5027","contig_2604"
"5028","contig_26044"
"5029","contig_26046"
"5030","contig_26054"
"5031","contig_26060"
"5032","contig_26061"
"5033","contig_26064"
"5034","contig_2607"
"5035","contig_26073"
"5036","contig_26077"
"5037","contig_26082"
"5038","contig_26093"
"5039","contig_26096"
"5040","contig_2610"
"5041","contig_26101"
"5042","contig_26102"
"5043","contig_26105"
"5044","contig_26111"
"5045","contig_26113"
"5046","contig_26114"
"5047","contig_26119"
"5048","contig_2612"
"5049","contig_26120"
"5050","contig_26121"
"5051","contig_26124"
"5052","contig_26135"
"5053","contig_26137"
"5054","contig_2614"
"5055","contig_26140"
"5056","contig_26141"
"5057","contig_26152"
"5058","contig_26154"
"5059","contig_26156"
"5060","contig_26157"
"5061","contig_26159"
"5062","contig_2616"
"5063","contig_26160"
"5064","contig_26162"
"5065","contig_26164"
"5066","contig_26167"
"5067","contig_2617"
"5068","contig_26170"
"5069","contig_26172"
"5070","contig_26176"
"5071","contig_26188"
"5072","contig_2619"
"5073","contig_26198"
"5074","contig_26199"
"5075","contig_26205"
"5076","contig_26206"
"5077","contig_26214"
"5078","contig_2623"
"5079","contig_2626"
"5080","contig_2628"
"5081","contig_2631"
"5082","contig_2632"
"5083","contig_2635"
"5084","contig_2641"
"5085","contig_2650"
"5086","contig_2652"
"5087","contig_2654"
"5088","contig_2655"
"5089","contig_2657"
"5090","contig_2659"
"5091","contig_2661"
"5092","contig_2662"
"5093","contig_2665"
"5094","contig_2666"
"5095","contig_2668"
"5096","contig_267"
"5097","contig_2670"
"5098","contig_2673"
"5099","contig_2674"
"5100","contig_2676"
"5101","contig_2679"
"5102","contig_2680"
"5103","contig_2700"
"5104","contig_2707"
"5105","contig_2709"
"5106","contig_2720"
"5107","contig_2727"
"5108","contig_2729"
"5109","contig_2744"
"5110","contig_2747"
"5111","contig_2761"
"5112","contig_2763"
"5113","contig_2764"
"5114","contig_2767"
"5115","contig_2769"
"5116","contig_2770"
"5117","contig_2771"
"5118","contig_2772"
"5119","contig_2774"
"5120","contig_2776"
"5121","contig_2778"
"5122","contig_2785"
"5123","contig_2786"
"5124","contig_2787"
"5125","contig_2797"
"5126","contig_2798"
"5127","contig_2803"
"5128","contig_2805"
"5129","contig_2810"
"5130","contig_2812"
"5131","contig_2814"
"5132","contig_282"
"5133","contig_283"
"5134","contig_2832"
"5135","contig_2834"
"5136","contig_2839"
"5137","contig_2841"
"5138","contig_2845"
"5139","contig_2848"
"5140","contig_2849"
"5141","contig_2852"
"5142","contig_2862"
"5143","contig_2866"
"5144","contig_2871"
"5145","contig_2872"
"5146","contig_2875"
"5147","contig_2876"
"5148","contig_2879"
"5149","contig_2887"
"5150","contig_2889"
"5151","contig_2894"
"5152","contig_29"
"5153","contig_290"
"5154","contig_2902"
"5155","contig_2904"
"5156","contig_2906"
"5157","contig_2908"
"5158","contig_2920"
"5159","contig_2935"
"5160","contig_2936"
"5161","contig_2937"
"5162","contig_2945"
"5163","contig_2949"
"5164","contig_2950"
"5165","contig_2958"
"5166","contig_2964"
"5167","contig_2965"
"5168","contig_2969"
"5169","contig_2976"
"5170","contig_2977"
"5171","contig_2982"
"5172","contig_2990"
"5173","contig_2997"
"5174","contig_3001"
"5175","contig_3007"
"5176","contig_3008"
"5177","contig_302"
"5178","contig_3024"
"5179","contig_3038"
"5180","contig_3047"
"5181","contig_3048"
